dataset,split_strategy,metric,model_a,model_b,n_pairs,mean_delta,median_delta,statistic,p_value,p_holm
freesolv,random,mae,mean_baseline,rf_rdkit_morgan,10,1.9998059520333413,2.000052037911584,0.0,0.001953125,0.0546875
freesolv,random,mae,mean_baseline,xgb_rdkit_morgan,10,2.2800614262319234,2.270041702535339,0.0,0.001953125,0.0546875
freesolv,random,mae,node_gnn,rf_rdkit,10,0.10736652456100951,0.13210656002864707,13.0,0.16015625,0.9609375
freesolv,random,mae,node_gnn,rf_rdkit_morgan,10,-0.03972692028461246,0.014803754730670748,24.0,0.76953125,1.0
freesolv,random,mae,node_gnn,xgb_rdkit_morgan,10,0.24052855391396988,0.26186353401443035,2.0,0.005859375,0.09375
freesolv,random,mae,rf_rdkit,rf_rdkit_morgan,10,-0.14709344484562198,-0.14605361646986537,0.0,0.001953125,0.0546875
freesolv,random,mae,rf_rdkit,xgb_rdkit_morgan,10,0.13316202935296037,0.14682425264812338,0.0,0.001953125,0.0546875
freesolv,random,mae,rf_rdkit_morgan,xgb_rdkit_morgan,10,0.2802554741985823,0.27620889243795227,0.0,0.001953125,0.0546875
freesolv,random,r2,edge_gnn,hybrid_concat,10,-0.04324602306258997,-0.035341883536019136,7.0,0.037109375,0.4453125
freesolv,random,r2,edge_gnn,hybrid_gated,10,-0.038362448534811855,-0.03621968266313985,6.0,0.02734375,0.35546875
freesolv,random,r2,edge_gnn,mean_baseline,10,0.8977364803749832,0.9216093563754686,0.0,0.001953125,0.0546875
freesolv,random,r2,edge_gnn,node_gnn,10,0.007786687638482193,0.01732708493724472,19.0,0.431640625,1.0
freesolv,random,r2,edge_gnn,rf_rdkit,10,-0.009144168299069045,-0.0074973066201934335,25.0,0.845703125,1.0
freesolv,random,r2,edge_gnn,rf_rdkit_morgan,10,0.03402028284129446,0.028490587015803204,10.0,0.083984375,0.83984375
freesolv,random,r2,edge_gnn,xgb_rdkit_morgan,10,-0.034104620766952906,-0.028854072524378993,11.0,0.10546875,0.84375
freesolv,random,r2,hybrid_concat,hybrid_gated,10,0.004883574527778112,0.00478793947445838,20.0,0.4921875,1.0
freesolv,random,r2,hybrid_concat,mean_baseline,10,0.9409825034375734,0.9411770347604531,0.0,0.001953125,0.0546875
freesolv,random,r2,hybrid_concat,node_gnn,10,0.05103271070107216,0.06245335426515103,5.0,0.01953125,0.2734375
freesolv,random,r2,hybrid_concat,rf_rdkit,10,0.03410185476352092,0.03216941794834666,4.0,0.013671875,0.21875
freesolv,random,r2,hybrid_concat,rf_rdkit_morgan,10,0.07726630590388442,0.07378119149089463,0.0,0.001953125,0.0546875
freesolv,random,r2,hybrid_concat,xgb_rdkit_morgan,10,0.009141402295637058,0.004380402234677838,22.0,0.625,1.0
freesolv,random,r2,hybrid_gated,mean_baseline,10,0.9360989289097953,0.9314227382100181,0.0,0.001953125,0.0546875
freesolv,random,r2,hybrid_gated,node_gnn,10,0.046149136173294046,0.047859346202298036,4.0,0.013671875,0.21875
freesolv,random,r2,hybrid_gated,rf_rdkit,10,0.02921828023574281,0.021001431240285917,10.0,0.083984375,0.83984375
freesolv,random,r2,hybrid_gated,rf_rdkit_morgan,10,0.07238273137610632,0.06771832142551204,0.0,0.001953125,0.0546875
freesolv,random,r2,hybrid_gated,xgb_rdkit_morgan,10,0.004257827767858946,-0.0021104853634129617,25.0,0.845703125,1.0
freesolv,random,r2,mean_baseline,node_gnn,10,-0.8899497927365012,-0.9026504465835398,0.0,0.001953125,0.0546875
freesolv,random,r2,mean_baseline,rf_rdkit,10,-0.9068806486740524,-0.9200592172262849,0.0,0.001953125,0.0546875
freesolv,random,r2,mean_baseline,rf_rdkit_morgan,10,-0.8637161975336889,-0.8653114149136273,0.0,0.001953125,0.0546875
freesolv,random,r2,mean_baseline,xgb_rdkit_morgan,10,-0.9318411011419363,-0.9483153816817245,0.0,0.001953125,0.0546875
freesolv,random,r2,node_gnn,rf_rdkit,10,-0.016930855937551236,-0.024284586396480623,15.0,0.232421875,1.0
freesolv,random,r2,node_gnn,rf_rdkit_morgan,10,0.026233595202812265,0.006162811813600677,17.0,0.322265625,1.0
freesolv,random,r2,node_gnn,xgb_rdkit_morgan,10,-0.041891308405435104,-0.04295747655776666,9.0,0.064453125,0.708984375
freesolv,random,r2,rf_rdkit,rf_rdkit_morgan,10,0.043164451140363505,0.04161177354254797,0.0,0.001953125,0.0546875
freesolv,random,r2,rf_rdkit,xgb_rdkit_morgan,10,-0.024960452467883865,-0.028018848530662277,1.0,0.00390625,0.06640625
freesolv,random,r2,rf_rdkit_morgan,xgb_rdkit_morgan,10,-0.06812490360824737,-0.07292416595115736,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,edge_gnn,hybrid_concat,10,0.5272950353620524,0.5012985644929521,1.0,0.00390625,0.0546875
freesolv,scaffold,rmse,edge_gnn,hybrid_gated,10,0.5476140248003925,0.5923590554992338,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,edge_gnn,mean_baseline,10,-2.028144354564468,-2.1327674884089243,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,edge_gnn,node_gnn,10,-0.0992703362394208,0.0021876000355134373,21.0,0.556640625,1.0
freesolv,scaffold,rmse,edge_gnn,rf_rdkit,10,-0.1383064404588527,-0.202203706942383,13.0,0.16015625,0.640625
freesolv,scaffold,rmse,edge_gnn,rf_rdkit_morgan,10,-0.4172029285431931,-0.5610579883904717,8.0,0.048828125,0.341796875
freesolv,scaffold,rmse,edge_gnn,xgb_rdkit_morgan,10,-0.9011002758359566,-0.9043732395920292,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,hybrid_concat,hybrid_gated,10,0.020318989438340207,0.06791136115866447,27.0,1.0,1.0
freesolv,scaffold,rmse,hybrid_concat,mean_baseline,10,-2.55543938992652,-2.4018689482605327,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,hybrid_concat,node_gnn,10,-0.6265653716014732,-0.5223807663988788,1.0,0.00390625,0.0546875
freesolv,scaffold,rmse,hybrid_concat,rf_rdkit,10,-0.6656014758209051,-0.6110546664061164,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,hybrid_concat,rf_rdkit_morgan,10,-0.9444979639052455,-0.934880695680855,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,hybrid_concat,xgb_rdkit_morgan,10,-1.428395311198009,-1.3250856545814347,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,hybrid_gated,mean_baseline,10,-2.575758379364861,-2.287095443635379,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,hybrid_gated,node_gnn,10,-0.6468843610398134,-0.5148273974173898,1.0,0.00390625,0.0546875
freesolv,scaffold,rmse,hybrid_gated,rf_rdkit,10,-0.6859204652592452,-0.6059335877228277,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,hybrid_gated,rf_rdkit_morgan,10,-0.9648169533435856,-0.8348623690595371,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,hybrid_gated,xgb_rdkit_morgan,10,-1.4487143006363492,-1.515988274790479,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,mean_baseline,node_gnn,10,1.9288740183250475,2.0559138898547036,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,mean_baseline,rf_rdkit,10,1.8898379141056156,1.6772279125409386,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,mean_baseline,rf_rdkit_morgan,10,1.610941426021275,1.5375890457263701,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,mean_baseline,xgb_rdkit_morgan,10,1.1270440787285119,1.2387306559936386,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,node_gnn,rf_rdkit,10,-0.03903610421943189,-0.22653111685031924,13.0,0.16015625,0.640625
freesolv,scaffold,rmse,node_gnn,rf_rdkit_morgan,10,-0.31793259230377224,-0.47389018058687515,10.0,0.083984375,0.50390625
freesolv,scaffold,rmse,node_gnn,xgb_rdkit_morgan,10,-0.8018299395965357,-0.6455538004783625,5.0,0.01953125,0.15625
freesolv,scaffold,rmse,rf_rdkit,rf_rdkit_morgan,10,-0.2788964880843404,-0.25097651895954143,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,rf_rdkit,xgb_rdkit_morgan,10,-0.762793835377104,-0.7375232153106427,0.0,0.001953125,0.0546875
freesolv,scaffold,rmse,rf_rdkit_morgan,xgb_rdkit_morgan,10,-0.4838973472927635,-0.39019883937996913,11.0,0.10546875,0.52734375
freesolv,scaffold,mae,edge_gnn,hybrid_concat,10,0.4212983572102969,0.49611875272983197,2.0,0.005859375,0.0703125
freesolv,scaffold,mae,edge_gnn,hybrid_gated,10,0.3978669176360069,0.39903164674234626,0.0,0.001953125,0.0546875
freesolv,scaffold,mae,edge_gnn,mean_baseline,10,-1.1521936042563252,-1.1562427182715418,0.0,0.001953125,0.0546875
freesolv,scaffold,mae,edge_gnn,node_gnn,10,-0.052673824946442724,0.007439077182532339,26.0,0.921875,1.0
freesolv,scaffold,mae,edge_gnn,rf_rdkit,10,-0.20839741805713166,-0.2942589590711352,9.0,0.064453125,0.38671875
freesolv,scaffold,mae,edge_gnn,rf_rdkit_morgan,10,-0.2639962697447725,-0.4089703500020938,7.0,0.037109375,0.259765625
freesolv,scaffold,mae,edge_gnn,xgb_rdkit_morgan,10,-0.87854569807795,-0.8783240881133481,0.0,0.001953125,0.0546875
freesolv,scaffold,mae,hybrid_concat,hybrid_gated,10,-0.023431439574289947,-0.008429483793590431,21.0,0.556640625,1.0
freesolv,scaffold,mae,hybrid_concat,mean_baseline,10,-1.5734919614666223,-1.6303485203874826,0.0,0.001953125,0.0546875
freesolv,scaffold,mae,hybrid_concat,node_gnn,10,-0.47397218215673964,-0.4565874491526706,3.0,0.009765625,0.09765625
freesolv,scaffold,mae,hybrid_concat,rf_rdkit,10,-0.6296957752674285,-0.6364015450175684,0.0,0.001953125,0.0546875
freesolv,scaffold,mae,hybrid_concat,rf_rdkit_morgan,10,-0.6852946269550694,-0.6917327257952983,0.0,0.001953125,0.0546875
freesolv,scaffold,mae,hybrid_concat,xgb_rdkit_morgan,10,-1.2998440552882473,-1.2908381236930864,0.0,0.001953125,0.0546875
freesolv,scaffold,mae,hybrid_gated,mean_baseline,10,-1.5500605218923325,-1.542284789588865,0.0,0.001953125,0.0546875
freesolv,scaffold,mae,hybrid_gated,node_gnn,10,-0.45054074258244975,-0.40807113180121835,2.0,0.005859375,0.0703125
freesolv,scaffold,mae,hybrid_gated,rf_rdkit,10,-0.6062643356931388,-0.6762821951956323,0.0,0.001953125,0.0546875
freesolv,scaffold,mae,hybrid_gated,rf_rdkit_morgan,10,-0.6618631873807794,-0.7190424888956296,0.0,0.001953125,0.0546875
freesolv,scaffold,mae,hybrid_gated,xgb_rdkit_morgan,10,-1.2764126157139573,-1.3766683894498362,0.0,0.001953125,0.0546875
freesolv,scaffold,mae,mean_baseline,node_gnn,10,1.0995197793098828,1.0656673321933052,0.0,0.001953125,0.0546875
freesolv,scaffold,mae,mean_baseline,rf_rdkit,10,0.9437961861991939,0.8742806068123007,0.0,0.001953125,0.0546875
freesolv,scaffold,mae,mean_baseline,rf_rdkit_morgan,10,0.8881973345115529,0.8737326357942874,0.0,0.001953125,0.0546875
freesolv,scaffold,mae,mean_baseline,xgb_rdkit_morgan,10,0.2736479061783753,0.3207293091967889,12.0,0.130859375,0.52734375
freesolv,scaffold,mae,node_gnn,rf_rdkit,10,-0.15572359311068895,-0.21999431647912437,12.0,0.130859375,0.52734375
freesolv,scaffold,mae,node_gnn,rf_rdkit_morgan,10,-0.21132244479832982,-0.25586735128303817,11.0,0.10546875,0.52734375
freesolv,scaffold,mae,node_gnn,xgb_rdkit_morgan,10,-0.8258718731315075,-0.6396649138788296,1.0,0.00390625,0.0546875
freesolv,scaffold,mae,rf_rdkit,rf_rdkit_morgan,10,-0.05559885168764085,-0.042573008136079116,5.0,0.01953125,0.15625
freesolv,scaffold,mae,rf_rdkit,xgb_rdkit_morgan,10,-0.6701482800208185,-0.7601775993349472,1.0,0.00390625,0.0546875
freesolv,scaffold,mae,rf_rdkit_morgan,xgb_rdkit_morgan,10,-0.6145494283331776,-0.6802594647435871,3.0,0.009765625,0.09765625
freesolv,scaffold,r2,edge_gnn,hybrid_concat,10,-0.16855470636151998,-0.15622229292577322,1.0,0.00390625,0.0546875
freesolv,scaffold,r2,edge_gnn,hybrid_gated,10,-0.16434207003638687,-0.12119857940661638,0.0,0.001953125,0.0546875
freesolv,scaffold,r2,edge_gnn,mean_baseline,10,0.9672431124531677,1.0622226809332957,0.0,0.001953125,0.0546875
freesolv,scaffold,r2,edge_gnn,node_gnn,10,0.04070434333221969,-0.0010852086432268648,22.0,0.625,1.0
freesolv,scaffold,r2,edge_gnn,rf_rdkit,10,0.03790797122728474,0.05359193078611252,14.0,0.193359375,0.640625
freesolv,scaffold,r2,edge_gnn,rf_rdkit_morgan,10,0.13841008353618522,0.1823756960298661,10.0,0.083984375,0.587890625
freesolv,scaffold,r2,edge_gnn,xgb_rdkit_morgan,10,0.38932212246450504,0.2905420321092209,0.0,0.001953125,0.0546875
freesolv,scaffold,r2,hybrid_concat,hybrid_gated,10,0.004212636325133146,-0.016540187968335507,25.0,0.845703125,1.0
freesolv,scaffold,r2,hybrid_concat,mean_baseline,10,1.1357978188146878,1.1390664690192267,0.0,0.001953125,0.0546875
freesolv,scaffold,r2,hybrid_concat,node_gnn,10,0.2092590496937397,0.18148455442082834,1.0,0.00390625,0.0546875
freesolv,scaffold,r2,hybrid_concat,rf_rdkit,10,0.20646267758880477,0.19624867119270495,0.0,0.001953125,0.0546875
freesolv,scaffold,r2,hybrid_concat,rf_rdkit_morgan,10,0.30696478989770526,0.29036853334188695,0.0,0.001953125,0.0546875
freesolv,scaffold,r2,hybrid_concat,xgb_rdkit_morgan,10,0.5578768288260252,0.5141797939564741,0.0,0.001953125,0.0546875
freesolv,scaffold,r2,hybrid_gated,mean_baseline,10,1.1315851824895544,1.1631661076435198,0.0,0.001953125,0.0546875
freesolv,scaffold,r2,hybrid_gated,node_gnn,10,0.20504641336860652,0.1535655693345031,1.0,0.00390625,0.0546875
freesolv,scaffold,r2,hybrid_gated,rf_rdkit,10,0.20225004126367158,0.2126150268028666,0.0,0.001953125,0.0546875
freesolv,scaffold,r2,hybrid_gated,rf_rdkit_morgan,10,0.30275215357257207,0.32444559776614673,0.0,0.001953125,0.0546875
freesolv,scaffold,r2,hybrid_gated,xgb_rdkit_morgan,10,0.5536641925008919,0.43791879346571405,0.0,0.001953125,0.0546875
freesolv,scaffold,r2,mean_baseline,node_gnn,10,-0.9265387691209479,-0.9836517015075861,0.0,0.001953125,0.0546875
freesolv,scaffold,r2,mean_baseline,rf_rdkit,10,-0.9293351412258829,-0.952737211461804,0.0,0.001953125,0.0546875
freesolv,scaffold,r2,mean_baseline,rf_rdkit_morgan,10,-0.8288330289169824,-0.8268206495175527,0.0,0.001953125,0.0546875
freesolv,scaffold,r2,mean_baseline,xgb_rdkit_morgan,10,-0.5779209899886626,-0.6123539897250803,0.0,0.001953125,0.0546875
freesolv,scaffold,r2,node_gnn,rf_rdkit,10,-0.0027963721049349575,0.06602810272259935,13.0,0.16015625,0.640625
freesolv,scaffold,r2,node_gnn,rf_rdkit_morgan,10,0.09770574020396552,0.17330491730844758,10.0,0.083984375,0.587890625
freesolv,scaffold,r2,node_gnn,xgb_rdkit_morgan,10,0.34861777913228537,0.22076966505843165,6.0,0.02734375,0.21875
freesolv,scaffold,r2,rf_rdkit,rf_rdkit_morgan,10,0.1005021123089005,0.10701009270894912,0.0,0.001953125,0.0546875
freesolv,scaffold,r2,rf_rdkit,xgb_rdkit_morgan,10,0.3514141512372203,0.2490374863008403,0.0,0.001953125,0.0546875
freesolv,scaffold,r2,rf_rdkit_morgan,xgb_rdkit_morgan,10,0.2509120389283198,0.1330144144248436,11.0,0.10546875,0.587890625
lipophilicity,random,rmse,edge_gnn,hybrid_concat,10,-0.008818459000835,-0.020728493560087824,18.0,0.375,1.0
lipophilicity,random,rmse,edge_gnn,hybrid_gated,10,-0.006852439425995505,-0.024189233010641298,21.0,0.556640625,1.0
lipophilicity,random,rmse,edge_gnn,mean_baseline,10,-0.5926693211815673,-0.6028625073475238,0.0,0.001953125,0.0546875
lipophilicity,random,rmse,edge_gnn,node_gnn,10,-0.015461802958012093,-0.018364722914966214,12.0,0.130859375,1.0
lipophilicity,random,rmse,edge_gnn,rf_rdkit,10,-0.12697099264980735,-0.13754099543986315,1.0,0.00390625,0.0546875
lipophilicity,random,rmse,edge_gnn,rf_rdkit_morgan,10,-0.14921211282595442,-0.15889113295323343,1.0,0.00390625,0.0546875
lipophilicity,random,rmse,edge_gnn,xgb_rdkit_morgan,10,-0.021947105646871846,-0.03151421257784731,12.0,0.130859375,1.0
lipophilicity,random,rmse,hybrid_concat,hybrid_gated,10,0.001966019574839495,-0.0009299424581758475,23.0,0.6953125,1.0
lipophilicity,random,rmse,hybrid_concat,mean_baseline,10,-0.5838508621807323,-0.5838582644620419,0.0,0.001953125,0.0546875
lipophilicity,random,rmse,hybrid_concat,node_gnn,10,-0.006643343957177095,0.004523797665042517,25.0,0.845703125,1.0
lipophilicity,random,rmse,hybrid_concat,rf_rdkit,10,-0.11815253364897234,-0.1189981764881875,0.0,0.001953125,0.0546875
lipophilicity,random,rmse,hybrid_concat,rf_rdkit_morgan,10,-0.14039365382511942,-0.14258303422130109,0.0,0.001953125,0.0546875
lipophilicity,random,rmse,hybrid_concat,xgb_rdkit_morgan,10,-0.013128646646036846,-0.01796433397637276,17.0,0.322265625,1.0
lipophilicity,random,rmse,hybrid_gated,mean_baseline,10,-0.585816881755572,-0.5936635771404809,0.0,0.001953125,0.0546875
lipophilicity,random,rmse,hybrid_gated,node_gnn,10,-0.008609363532016589,-0.0034308889186286384,20.0,0.4921875,1.0
lipophilicity,random,rmse,hybrid_gated,rf_rdkit,10,-0.12011855322381185,-0.12743985837299537,0.0,0.001953125,0.0546875
lipophilicity,random,rmse,hybrid_gated,rf_rdkit_morgan,10,-0.14235967339995892,-0.150929703445691,0.0,0.001953125,0.0546875
lipophilicity,random,rmse,hybrid_gated,xgb_rdkit_morgan,10,-0.015094666220876341,-0.020086409583123577,13.0,0.16015625,1.0
lipophilicity,random,rmse,mean_baseline,node_gnn,10,0.5772075182235554,0.5788322787325917,0.0,0.001953125,0.0546875
lipophilicity,random,rmse,mean_baseline,rf_rdkit,10,0.4656983285317601,0.4645595381547324,0.0,0.001953125,0.0546875
lipophilicity,random,rmse,mean_baseline,rf_rdkit_morgan,10,0.44345720835561303,0.4411522164968637,0.0,0.001953125,0.0546875
lipophilicity,random,rmse,mean_baseline,xgb_rdkit_morgan,10,0.5707222155346956,0.576520229608318,0.0,0.001953125,0.0546875
lipophilicity,random,rmse,node_gnn,rf_rdkit,10,-0.11150918969179524,-0.12719586374365593,0.0,0.001953125,0.0546875
lipophilicity,random,rmse,node_gnn,rf_rdkit_morgan,10,-0.13375030986794237,-0.14915593781433162,0.0,0.001953125,0.0546875
lipophilicity,random,rmse,node_gnn,xgb_rdkit_morgan,10,-0.006485302688859751,-0.01361582390367233,19.0,0.431640625,1.0
lipophilicity,random,rmse,rf_rdkit,rf_rdkit_morgan,10,-0.02224112017614709,-0.02119214654168111,0.0,0.001953125,0.0546875
lipophilicity,random,rmse,rf_rdkit,xgb_rdkit_morgan,10,0.1050238870029355,0.10288100970728603,0.0,0.001953125,0.0546875
lipophilicity,random,rmse,rf_rdkit_morgan,xgb_rdkit_morgan,10,0.12726500717908257,0.12693005408029,0.0,0.001953125,0.0546875
lipophilicity,random,mae,edge_gnn,hybrid_concat,10,-0.013278691999268904,-0.013550718553187568,11.0,0.10546875,0.52734375
lipophilicity,random,mae,edge_gnn,hybrid_gated,10,-0.011553591439652077,-0.010589735602531014,14.0,0.193359375,0.7734375
lipophilicity,random,mae,edge_gnn,mean_baseline,10,-0.5414975956948364,-0.5489256262572696,0.0,0.001953125,0.0546875
lipophilicity,random,mae,edge_gnn,node_gnn,10,-0.016594434014303126,-0.015783688748905594,7.0,0.037109375,0.259765625
lipophilicity,random,mae,edge_gnn,rf_rdkit,10,-0.131310018358444,-0.13201257763155935,0.0,0.001953125,0.0546875
lipophilicity,random,mae,edge_gnn,rf_rdkit_morgan,10,-0.1495768152255352,-0.14723926905386228,0.0,0.001953125,0.0546875
lipophilicity,random,mae,edge_gnn,xgb_rdkit_morgan,10,-0.03646496289939438,-0.02940317065290421,0.0,0.001953125,0.0546875
lipophilicity,random,mae,hybrid_concat,hybrid_gated,10,0.0017251005596168266,0.0015573988557479046,25.0,0.845703125,1.0
lipophilicity,random,mae,hybrid_concat,mean_baseline,10,-0.5282189036955673,-0.5344447235818648,0.0,0.001953125,0.0546875
lipophilicity,random,mae,hybrid_concat,node_gnn,10,-0.003315742015034223,0.005567469717958934,27.0,1.0,1.0
lipophilicity,random,mae,hybrid_concat,rf_rdkit,10,-0.1180313263591751,-0.11512062999768158,0.0,0.001953125,0.0546875
lipophilicity,random,mae,hybrid_concat,rf_rdkit_morgan,10,-0.13629812322626628,-0.13458757104299246,0.0,0.001953125,0.0546875
lipophilicity,random,mae,hybrid_concat,xgb_rdkit_morgan,10,-0.023186270900125476,-0.02280561436857889,5.0,0.01953125,0.15625
lipophilicity,random,mae,hybrid_gated,mean_baseline,10,-0.5299440042551842,-0.5331498698529212,0.0,0.001953125,0.0546875
lipophilicity,random,mae,hybrid_gated,node_gnn,10,-0.00504084257465105,-0.007646905932934378,24.0,0.76953125,1.0
lipophilicity,random,mae,hybrid_gated,rf_rdkit,10,-0.11975642691879193,-0.12208082322373082,0.0,0.001953125,0.0546875
lipophilicity,random,mae,hybrid_gated,rf_rdkit_morgan,10,-0.1380232237858831,-0.1421051308484072,0.0,0.001953125,0.0546875
lipophilicity,random,mae,hybrid_gated,xgb_rdkit_morgan,10,-0.024911371459742305,-0.027929738387442338,4.0,0.013671875,0.123046875
lipophilicity,random,mae,mean_baseline,node_gnn,10,0.5249031616805332,0.528385426577284,0.0,0.001953125,0.0546875
lipophilicity,random,mae,mean_baseline,rf_rdkit,10,0.4101875773363923,0.40979513775200255,0.0,0.001953125,0.0546875
lipophilicity,random,mae,mean_baseline,rf_rdkit_morgan,10,0.3919207804693011,0.3924184564684977,0.0,0.001953125,0.0546875
lipophilicity,random,mae,mean_baseline,xgb_rdkit_morgan,10,0.505032632795442,0.510689268297188,0.0,0.001953125,0.0546875
lipophilicity,random,mae,node_gnn,rf_rdkit,10,-0.11471558434414089,-0.11968419013134415,0.0,0.001953125,0.0546875
lipophilicity,random,mae,node_gnn,rf_rdkit_morgan,10,-0.13298238121123207,-0.13582667060497663,0.0,0.001953125,0.0546875
lipophilicity,random,mae,node_gnn,xgb_rdkit_morgan,10,-0.019870528885091256,-0.024170960061895758,7.0,0.037109375,0.259765625
lipophilicity,random,mae,rf_rdkit,rf_rdkit_morgan,10,-0.018266796867091206,-0.01803878082816457,0.0,0.001953125,0.0546875
lipophilicity,random,mae,rf_rdkit,xgb_rdkit_morgan,10,0.09484505545904962,0.09547737226794198,0.0,0.001953125,0.0546875
lipophilicity,random,mae,rf_rdkit_morgan,xgb_rdkit_morgan,10,0.11311185232614082,0.11467402431004414,0.0,0.001953125,0.0546875
lipophilicity,random,r2,edge_gnn,hybrid_concat,10,0.004225856310213605,0.017902719136869027,18.0,0.375,1.0
lipophilicity,random,r2,edge_gnn,hybrid_gated,10,0.00284981519279639,0.01826750436731367,21.0,0.556640625,1.0
lipophilicity,random,r2,edge_gnn,mean_baseline,10,0.7358823954116078,0.7542682316869083,0.0,0.001953125,0.0546875
lipophilicity,random,r2,edge_gnn,node_gnn,10,0.011341123872495218,0.014698319827432305,13.0,0.16015625,1.0
lipophilicity,random,r2,edge_gnn,rf_rdkit,10,0.11390681720232151,0.13121369812255296,1.0,0.00390625,0.0546875
lipophilicity,random,r2,edge_gnn,rf_rdkit_morgan,10,0.13680239384019136,0.15394909496654918,1.0,0.00390625,0.0546875
lipophilicity,random,r2,edge_gnn,xgb_rdkit_morgan,10,0.014571899362276009,0.027383953119733184,12.0,0.130859375,1.0
lipophilicity,random,r2,hybrid_concat,hybrid_gated,10,-0.001376041117417215,0.0007417874369827215,24.0,0.76953125,1.0
lipophilicity,random,r2,hybrid_concat,mean_baseline,10,0.7316565391013943,0.7314335391403596,0.0,0.001953125,0.0546875
lipophilicity,random,r2,hybrid_concat,node_gnn,10,0.007115267562281613,-0.0033040041463259784,25.0,0.845703125,1.0
lipophilicity,random,r2,hybrid_concat,rf_rdkit,10,0.10968096089210792,0.10955471070326178,0.0,0.001953125,0.0546875
lipophilicity,random,r2,hybrid_concat,rf_rdkit_morgan,10,0.13257653752997772,0.13355098649551533,0.0,0.001953125,0.0546875
lipophilicity,random,r2,hybrid_concat,xgb_rdkit_morgan,10,0.010346043052062404,0.015313030768071889,17.0,0.322265625,1.0
lipophilicity,random,r2,hybrid_gated,mean_baseline,10,0.7330325802188116,0.7342452714529916,0.0,0.001953125,0.0546875
lipophilicity,random,r2,hybrid_gated,node_gnn,10,0.008491308679698828,0.0026041459070075823,20.0,0.4921875,1.0
lipophilicity,random,r2,hybrid_gated,rf_rdkit,10,0.11105700200952515,0.11486532862824239,0.0,0.001953125,0.0546875
lipophilicity,random,r2,hybrid_gated,rf_rdkit_morgan,10,0.13395257864739496,0.13831393991489,0.0,0.001953125,0.0546875
lipophilicity,random,r2,hybrid_gated,xgb_rdkit_morgan,10,0.011722084169479619,0.01653107347403343,17.0,0.322265625,1.0
lipophilicity,random,r2,mean_baseline,node_gnn,10,-0.7245412715391127,-0.743408621093935,0.0,0.001953125,0.0546875
lipophilicity,random,r2,mean_baseline,rf_rdkit,10,-0.6219755782092864,-0.6296464376475104,0.0,0.001953125,0.0546875
lipophilicity,random,r2,mean_baseline,rf_rdkit_morgan,10,-0.5990800015714166,-0.6102373169316665,0.0,0.001953125,0.0546875
lipophilicity,random,r2,mean_baseline,xgb_rdkit_morgan,10,-0.7213104960493318,-0.7240296405757867,0.0,0.001953125,0.0546875
lipophilicity,random,r2,node_gnn,rf_rdkit,10,0.10256569332982632,0.11678971590775605,0.0,0.001953125,0.0546875
lipophilicity,random,r2,node_gnn,rf_rdkit_morgan,10,0.12546126996769616,0.13839363736653548,0.0,0.001953125,0.0546875
lipophilicity,random,r2,node_gnn,xgb_rdkit_morgan,10,0.0032307754897807905,0.01152158616125093,19.0,0.431640625,1.0
lipophilicity,random,r2,rf_rdkit,rf_rdkit_morgan,10,0.02289557663786983,0.02155329752258167,0.0,0.001953125,0.0546875
lipophilicity,random,r2,rf_rdkit,xgb_rdkit_morgan,10,-0.09933491784004553,-0.09739215640330834,0.0,0.001953125,0.0546875
lipophilicity,random,r2,rf_rdkit_morgan,xgb_rdkit_morgan,10,-0.12223049447791534,-0.12360274987850073,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,edge_gnn,hybrid_concat,10,-0.06276214048531334,-0.06434384580852248,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,edge_gnn,hybrid_gated,10,-0.06966793065032441,-0.06738915505253346,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,edge_gnn,mean_baseline,10,-0.5001045847306373,-0.4903011033695397,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,edge_gnn,node_gnn,10,-0.02038452284794181,-0.017765088138647633,1.0,0.00390625,0.0546875
lipophilicity,scaffold,rmse,edge_gnn,rf_rdkit,10,-0.1569541631779836,-0.15703685788191402,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,edge_gnn,rf_rdkit_morgan,10,-0.1855723102953612,-0.183467472751559,0.0,0.001953125,0.0546875
