dataset,split_strategy,metric,model_a,model_b,n_pairs,mean_delta,median_delta,statistic,p_value,p_holm
lipophilicity,scaffold,rmse,edge_gnn,xgb_rdkit_morgan,10,-0.05996708009841748,-0.055111914428952136,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,hybrid_concat,hybrid_gated,10,-0.0069057901650110606,-0.00724424555707992,16.0,0.275390625,0.580078125
lipophilicity,scaffold,rmse,hybrid_concat,mean_baseline,10,-0.43734244424532404,-0.4439043065772214,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,hybrid_concat,node_gnn,10,0.04237761763737154,0.04179918819597006,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,hybrid_concat,rf_rdkit,10,-0.09419202269267024,-0.09219570462041893,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,hybrid_concat,rf_rdkit_morgan,10,-0.12281016981004786,-0.12064634065736368,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,hybrid_concat,xgb_rdkit_morgan,10,0.0027950603868958646,0.008921567687030563,20.0,0.4921875,0.580078125
lipophilicity,scaffold,rmse,hybrid_gated,mean_baseline,10,-0.43043665408031295,-0.4270888213562765,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,hybrid_gated,node_gnn,10,0.04928340780238259,0.04452094885556296,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,hybrid_gated,rf_rdkit,10,-0.08728623252765919,-0.08201308718076045,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,hybrid_gated,rf_rdkit_morgan,10,-0.11590437964503679,-0.10740422872925942,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,hybrid_gated,xgb_rdkit_morgan,10,0.009700850551906925,0.012523701763796913,14.0,0.193359375,0.580078125
lipophilicity,scaffold,rmse,mean_baseline,node_gnn,10,0.4797200618826955,0.48047974281841194,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,mean_baseline,rf_rdkit,10,0.3431504215526538,0.34745860044391824,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,mean_baseline,rf_rdkit_morgan,10,0.3145322744352762,0.3148202951576506,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,mean_baseline,xgb_rdkit_morgan,10,0.4401375046322199,0.4432919659223634,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,node_gnn,rf_rdkit,10,-0.13656964033004176,-0.1417355502066216,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,node_gnn,rf_rdkit_morgan,10,-0.1651877874474194,-0.16780942012444744,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,node_gnn,xgb_rdkit_morgan,10,-0.03958255725047567,-0.038702994776594835,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,rf_rdkit,rf_rdkit_morgan,10,-0.028618147117377625,-0.02670635060029186,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,rf_rdkit,xgb_rdkit_morgan,10,0.0969870830795661,0.09913511746118558,0.0,0.001953125,0.0546875
lipophilicity,scaffold,rmse,rf_rdkit_morgan,xgb_rdkit_morgan,10,0.12560523019694372,0.12250412597719651,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,edge_gnn,hybrid_concat,10,-0.04711002701720872,-0.04921725628013912,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,edge_gnn,hybrid_gated,10,-0.050723939852051945,-0.045832202840377256,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,edge_gnn,mean_baseline,10,-0.44355458513867807,-0.44132444121038317,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,edge_gnn,node_gnn,10,-0.01717839020809092,-0.01853574342678166,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,edge_gnn,rf_rdkit,10,-0.14793398746111946,-0.1462509985956389,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,edge_gnn,rf_rdkit_morgan,10,-0.17317440397035244,-0.17398502223543977,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,edge_gnn,xgb_rdkit_morgan,10,-0.05403294878147104,-0.050157021770829424,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,hybrid_concat,hybrid_gated,10,-0.003613912834843225,-0.006762374261875148,15.0,0.232421875,0.697265625
lipophilicity,scaffold,mae,hybrid_concat,mean_baseline,10,-0.39644455812146934,-0.41179163469547914,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,hybrid_concat,node_gnn,10,0.0299316368091178,0.03145093745495142,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,hybrid_concat,rf_rdkit,10,-0.10082396044391073,-0.09789367774269991,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,hybrid_concat,rf_rdkit_morgan,10,-0.1260643769531437,-0.12568320153232432,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,hybrid_concat,xgb_rdkit_morgan,10,-0.0069229217642623134,-0.001376017840745869,18.0,0.375,0.75
lipophilicity,scaffold,mae,hybrid_gated,mean_baseline,10,-0.3928306452866262,-0.4018024912910509,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,hybrid_gated,node_gnn,10,0.033545549643961024,0.029900022010162952,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,hybrid_gated,rf_rdkit,10,-0.09721004760906751,-0.09557896367656615,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,hybrid_gated,rf_rdkit_morgan,10,-0.12245046411830048,-0.1146691145928766,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,hybrid_gated,xgb_rdkit_morgan,10,-0.003309008929419088,-0.009016648813191697,20.0,0.4921875,0.75
lipophilicity,scaffold,mae,mean_baseline,node_gnn,10,0.4263761949305872,0.42648180409112646,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,mean_baseline,rf_rdkit,10,0.29562059767755866,0.30193143676360656,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,mean_baseline,rf_rdkit_morgan,10,0.27038018116832563,0.2756471887483058,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,mean_baseline,xgb_rdkit_morgan,10,0.3895216363572071,0.38986780097567403,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,node_gnn,rf_rdkit,10,-0.13075559725302854,-0.13310695755981616,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,node_gnn,rf_rdkit_morgan,10,-0.15599601376226152,-0.16077764039356424,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,node_gnn,xgb_rdkit_morgan,10,-0.03685455857338012,-0.03948310411614586,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,rf_rdkit,rf_rdkit_morgan,10,-0.025240416509232977,-0.024621695716022463,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,rf_rdkit,xgb_rdkit_morgan,10,0.09390103867964841,0.0945114530238918,0.0,0.001953125,0.0546875
lipophilicity,scaffold,mae,rf_rdkit_morgan,xgb_rdkit_morgan,10,0.11914145518888142,0.11993787434167791,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,edge_gnn,hybrid_concat,10,0.06469098042500089,0.06305361700485856,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,edge_gnn,hybrid_gated,10,0.07209887896484352,0.06961470253976587,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,edge_gnn,mean_baseline,10,0.6702103340993595,0.6688040254189139,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,edge_gnn,node_gnn,10,0.020792860582451167,0.017387055146243002,1.0,0.00390625,0.0546875
lipophilicity,scaffold,r2,edge_gnn,rf_rdkit,10,0.17170222330855875,0.17318394969864498,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,edge_gnn,rf_rdkit_morgan,10,0.20660936535215715,0.2124061910879893,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,edge_gnn,xgb_rdkit_morgan,10,0.061339302538882604,0.05900012541916794,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,hybrid_concat,hybrid_gated,10,0.007407898539842628,0.00807527037060568,13.0,0.16015625,0.48046875
lipophilicity,scaffold,r2,hybrid_concat,mean_baseline,10,0.6055193536743586,0.6146552590110361,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,hybrid_concat,node_gnn,10,-0.043898119842549724,-0.04385703200405716,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,hybrid_concat,rf_rdkit,10,0.10701124288355786,0.10591659050253205,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,hybrid_concat,rf_rdkit_morgan,10,0.1419183849271563,0.139696076846999,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,hybrid_concat,xgb_rdkit_morgan,10,-0.003351677886118287,-0.009543166412748383,19.0,0.431640625,0.48046875
lipophilicity,scaffold,r2,hybrid_gated,mean_baseline,10,0.5981114551345159,0.5960079682650643,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,hybrid_gated,node_gnn,10,-0.05130601838239235,-0.048113721050352554,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,hybrid_gated,rf_rdkit,10,0.09960334434371523,0.0907357364675554,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,hybrid_gated,rf_rdkit_morgan,10,0.13451048638731367,0.12717970125162567,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,hybrid_gated,xgb_rdkit_morgan,10,-0.010759576425960916,-0.01357982194431867,14.0,0.193359375,0.48046875
lipophilicity,scaffold,r2,mean_baseline,node_gnn,10,-0.6494174735169084,-0.6587628839789057,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,mean_baseline,rf_rdkit,10,-0.4985081107908008,-0.5020904464070439,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,mean_baseline,rf_rdkit_morgan,10,-0.4636009687472023,-0.4641451308925376,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,mean_baseline,xgb_rdkit_morgan,10,-0.6088710315604768,-0.6101777199627001,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,node_gnn,rf_rdkit,10,0.15090936272610758,0.15326630113461143,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,node_gnn,rf_rdkit_morgan,10,0.18581650476970601,0.19082012022964906,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,node_gnn,xgb_rdkit_morgan,10,0.04054644195643144,0.039055095837921716,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,rf_rdkit,rf_rdkit_morgan,10,0.03490714204359844,0.03246074450846928,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,rf_rdkit,xgb_rdkit_morgan,10,-0.11036292076967616,-0.1105387300445767,0.0,0.001953125,0.0546875
lipophilicity,scaffold,r2,rf_rdkit_morgan,xgb_rdkit_morgan,10,-0.14527006281327456,-0.14433799599555935,0.0,0.001953125,0.0546875
