dataset,property,units,split_strategy,seed,model,family,features,fusion,best_epoch,train_seconds,n_parameters,git_commit,conformal_alpha,conformal_radius,partition,n,rmse,mae,r2,empirical_coverage,mean_interval_width
esol,aqueous_solubility,log10(mol/L),scaffold,2027,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,4.126671995999914,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.64296295974506,validation,112,0.8267351559822358,0.6633093936645716,0.8480145009877309,0.9642857142857144,3.2859259194901203
esol,aqueous_solubility,log10(mol/L),scaffold,2027,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,4.126671995999914,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.64296295974506,calibration,112,0.8938765570833651,0.7131524638878602,0.8258307597498085,0.9196428571428572,3.2859259194901203
esol,aqueous_solubility,log10(mol/L),scaffold,2027,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,4.126671995999914,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.64296295974506,test,111,0.9292350731668996,0.7150926410732855,0.845238877863764,0.918918918918919,3.2859259194901203
esol,aqueous_solubility,log10(mol/L),scaffold,2027,node_gnn,node_gnn,none,none,31,8.652502771999934,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.102811047710849,train,782,0.4658844046384375,0.3486897725044078,0.9450169659861348,0.9987212276214834,4.205622095421698
esol,aqueous_solubility,log10(mol/L),scaffold,2027,node_gnn,node_gnn,none,none,31,8.652502771999934,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.102811047710849,validation,112,1.0153301079288268,0.7916065207845397,0.7707634460301057,0.9285714285714286,4.205622095421698
esol,aqueous_solubility,log10(mol/L),scaffold,2027,node_gnn,node_gnn,none,none,31,8.652502771999934,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.102811047710849,calibration,112,1.4031268263352985,1.0124789028895589,0.5708489117070229,0.9196428571428572,4.205622095421698
esol,aqueous_solubility,log10(mol/L),scaffold,2027,node_gnn,node_gnn,none,none,31,8.652502771999934,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.102811047710849,test,111,1.1852438826554708,0.9259470645645628,0.7482171599319543,0.927927927927928,4.205622095421698
esol,aqueous_solubility,log10(mol/L),scaffold,2027,edge_gnn,edge_gnn,none,none,36,10.151345611000124,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.998759310293632,train,782,0.4445778364590533,0.3325662760477685,0.9499311090838918,1.0,3.997518620587264
esol,aqueous_solubility,log10(mol/L),scaffold,2027,edge_gnn,edge_gnn,none,none,36,10.151345611000124,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.998759310293632,validation,112,0.98965566955378,0.7780049037357635,0.7822101800212302,0.9464285714285714,3.997518620587264
esol,aqueous_solubility,log10(mol/L),scaffold,2027,edge_gnn,edge_gnn,none,none,36,10.151345611000124,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.998759310293632,calibration,112,1.3753374609150952,0.9922418716246204,0.5876795199347509,0.9196428571428572,3.997518620587264
esol,aqueous_solubility,log10(mol/L),scaffold,2027,edge_gnn,edge_gnn,none,none,36,10.151345611000124,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.998759310293632,test,111,1.1990096968299953,0.9301437070969498,0.7423346180348409,0.8918918918918919,3.997518620587264
esol,aqueous_solubility,log10(mol/L),scaffold,2027,hybrid_concat,edge_gnn,rdkit,concat,15,7.424845215999994,314501,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5783553395634549,train,782,0.2823494437837847,0.202802410546658,0.9798048897510336,0.9987212276214834,3.1567106791269097
esol,aqueous_solubility,log10(mol/L),scaffold,2027,hybrid_concat,edge_gnn,rdkit,concat,15,7.424845215999994,314501,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5783553395634549,validation,112,0.84770811163193,0.6726408933484566,0.8402054291498492,0.9107142857142856,3.1567106791269097
esol,aqueous_solubility,log10(mol/L),scaffold,2027,hybrid_concat,edge_gnn,rdkit,concat,15,7.424845215999994,314501,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5783553395634549,calibration,112,0.9303697000720482,0.7334478022348696,0.8113193002223683,0.9196428571428572,3.1567106791269097
esol,aqueous_solubility,log10(mol/L),scaffold,2027,hybrid_concat,edge_gnn,rdkit,concat,15,7.424845215999994,314501,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5783553395634549,test,111,0.9234416695338958,0.7068412034476292,0.8471626078740663,0.918918918918919,3.1567106791269097
esol,aqueous_solubility,log10(mol/L),scaffold,2027,hybrid_gated,edge_gnn,rdkit,gated,15,7.485479789999772,331013,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5187030871257852,train,782,0.2595732915213096,0.1889859470480335,0.9829316176171796,0.9987212276214834,3.0374061742515703
esol,aqueous_solubility,log10(mol/L),scaffold,2027,hybrid_gated,edge_gnn,rdkit,gated,15,7.485479789999772,331013,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5187030871257852,validation,112,0.847673100661296,0.672771851430762,0.8402186281446942,0.9196428571428572,3.0374061742515703
esol,aqueous_solubility,log10(mol/L),scaffold,2027,hybrid_gated,edge_gnn,rdkit,gated,15,7.485479789999772,331013,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5187030871257852,calibration,112,0.8854324201169986,0.6933734204386865,0.8291058479571153,0.9196428571428572,3.0374061742515703
esol,aqueous_solubility,log10(mol/L),scaffold,2027,hybrid_gated,edge_gnn,rdkit,gated,15,7.485479789999772,331013,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5187030871257852,test,111,0.9061975951991756,0.6718967193605355,0.8528173921428914,0.9009009009009008,3.0374061742515703
esol,aqueous_solubility,log10(mol/L),scaffold,2028,mean_baseline,mean,none,none,0,8.827000328892609e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.000781541394876,train,782,1.9898350866385195,1.544840064969234,0.0,0.9539641943734016,8.001563082789751
esol,aqueous_solubility,log10(mol/L),scaffold,2028,mean_baseline,mean,none,none,0,8.827000328892609e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.000781541394876,validation,112,2.554275876525235,2.057592098615752,-0.0640874195964662,0.8928571428571429,8.001563082789751
esol,aqueous_solubility,log10(mol/L),scaffold,2028,mean_baseline,mean,none,none,0,8.827000328892609e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.000781541394876,calibration,112,2.192364207924714,1.7763795078397588,-0.3660189021362421,0.9196428571428572,8.001563082789751
esol,aqueous_solubility,log10(mol/L),scaffold,2028,mean_baseline,mean,none,none,0,8.827000328892609e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.000781541394876,test,111,2.3574539823756737,1.8983876924072225,-0.192856154610612,0.9009009009009008,8.001563082789751
esol,aqueous_solubility,log10(mol/L),scaffold,2028,rf_rdkit,random_forest,rdkit,none,0,1.269611948000147,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.7970899945944545,train,782,0.2226138530566307,0.1516555593834047,0.9874838659979056,1.0,3.594179989188909
esol,aqueous_solubility,log10(mol/L),scaffold,2028,rf_rdkit,random_forest,rdkit,none,0,1.269611948000147,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.7970899945944545,validation,112,0.9825724521404392,0.7993270996975984,0.8425397731027685,0.9107142857142856,3.594179989188909
esol,aqueous_solubility,log10(mol/L),scaffold,2028,rf_rdkit,random_forest,rdkit,none,0,1.269611948000147,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.7970899945944545,calibration,112,0.99722104972122,0.7716694850324587,0.7173726563250771,0.9196428571428572,3.594179989188909
esol,aqueous_solubility,log10(mol/L),scaffold,2028,rf_rdkit,random_forest,rdkit,none,0,1.269611948000147,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.7970899945944545,test,111,1.158478122194294,0.8728175296044433,0.7119437512513179,0.8738738738738738,3.594179989188909
esol,aqueous_solubility,log10(mol/L),scaffold,2028,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.2435788469997533,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.9105860032290225,train,782,0.235011936492841,0.1626263888771117,0.9860509165253588,1.0,3.821172006458045
esol,aqueous_solubility,log10(mol/L),scaffold,2028,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.2435788469997533,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.9105860032290225,validation,112,1.106481363282169,0.9062281134859328,0.8003221407487724,0.9017857142857144,3.821172006458045
esol,aqueous_solubility,log10(mol/L),scaffold,2028,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.2435788469997533,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.9105860032290225,calibration,112,1.068194861753455,0.847236866210155,0.6757109596384536,0.9196428571428572,3.821172006458045
esol,aqueous_solubility,log10(mol/L),scaffold,2028,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.2435788469997533,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.9105860032290225,test,111,1.3348973634516548,0.9849552556394456,0.6175299979548848,0.8648648648648649,3.821172006458045
esol,aqueous_solubility,log10(mol/L),scaffold,2028,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,4.141439547000118,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5042283146047255,train,782,0.0728819573219627,0.0531192773540667,0.9986584530193926,1.0,3.0084566292094514
esol,aqueous_solubility,log10(mol/L),scaffold,2028,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,4.141439547000118,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5042283146047255,validation,112,0.9028854905839528,0.7399825934149877,0.867044271790995,0.875,3.0084566292094514
esol,aqueous_solubility,log10(mol/L),scaffold,2028,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,4.141439547000118,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5042283146047255,calibration,112,0.902038530945842,0.6729222975814221,0.7687501389901036,0.9196428571428572,3.0084566292094514
esol,aqueous_solubility,log10(mol/L),scaffold,2028,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,4.141439547000118,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5042283146047255,test,111,1.1001200589845828,0.8132201845635139,0.7402343065292516,0.8288288288288288,3.0084566292094514
esol,aqueous_solubility,log10(mol/L),scaffold,2028,node_gnn,node_gnn,none,none,60,12.683277755999825,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.2467024189755653,train,782,0.4565405829833131,0.3515093346298002,0.9473589420191124,0.9987212276214834,4.493404837951131
esol,aqueous_solubility,log10(mol/L),scaffold,2028,node_gnn,node_gnn,none,none,60,12.683277755999825,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.2467024189755653,validation,112,1.026349052849788,0.805868513020318,0.8281965515056671,0.9553571428571428,4.493404837951131
esol,aqueous_solubility,log10(mol/L),scaffold,2028,node_gnn,node_gnn,none,none,60,12.683277755999825,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.2467024189755653,calibration,112,1.2453679186362066,0.9069709035129108,0.5592151592112918,0.9196428571428572,4.493404837951131
esol,aqueous_solubility,log10(mol/L),scaffold,2028,node_gnn,node_gnn,none,none,60,12.683277755999825,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.2467024189755653,test,111,1.3194641154780578,1.0810461122987145,0.6263226326075562,0.927927927927928,4.493404837951131
esol,aqueous_solubility,log10(mol/L),scaffold,2028,edge_gnn,edge_gnn,none,none,57,13.051862649999748,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.077757269646421,train,782,0.3796965677022956,0.2859330704811456,0.9635884494218766,0.9987212276214834,4.155514539292842
esol,aqueous_solubility,log10(mol/L),scaffold,2028,edge_gnn,edge_gnn,none,none,57,13.051862649999748,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.077757269646421,validation,112,1.063536358542056,0.8369103954945626,0.8155212326427661,0.9642857142857144,4.155514539292842
esol,aqueous_solubility,log10(mol/L),scaffold,2028,edge_gnn,edge_gnn,none,none,57,13.051862649999748,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.077757269646421,calibration,112,1.2163402559180403,0.9142605087477548,0.5795237569965052,0.9196428571428572,4.155514539292842
esol,aqueous_solubility,log10(mol/L),scaffold,2028,edge_gnn,edge_gnn,none,none,57,13.051862649999748,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.077757269646421,test,111,1.176489565959821,0.9294136584655964,0.7029170092636335,0.918918918918919,4.155514539292842
esol,aqueous_solubility,log10(mol/L),scaffold,2028,hybrid_concat,edge_gnn,rdkit,concat,18,7.754409725999722,314373,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.536373817686863,train,782,0.3037595149981142,0.2255198697330461,0.9766962607388556,1.0,3.072747635373726
esol,aqueous_solubility,log10(mol/L),scaffold,2028,hybrid_concat,edge_gnn,rdkit,concat,18,7.754409725999722,314373,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.536373817686863,validation,112,0.8401045048376986,0.6786785266403635,0.8848912515002538,0.9107142857142856,3.072747635373726
esol,aqueous_solubility,log10(mol/L),scaffold,2028,hybrid_concat,edge_gnn,rdkit,concat,18,7.754409725999722,314373,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.536373817686863,calibration,112,0.8464672492343144,0.6323563299764767,0.7963653768490297,0.9196428571428572,3.072747635373726
esol,aqueous_solubility,log10(mol/L),scaffold,2028,hybrid_concat,edge_gnn,rdkit,concat,18,7.754409725999722,314373,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.536373817686863,test,111,0.8864045128260963,0.694673271505546,0.8313580774924817,0.90990990990991,3.072747635373726
esol,aqueous_solubility,log10(mol/L),scaffold,2028,hybrid_gated,edge_gnn,rdkit,gated,23,9.015024169999831,330885,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.754515659087509,train,782,0.2657244728655913,0.2045851133564444,0.9821668139949282,1.0,3.509031318175018
esol,aqueous_solubility,log10(mol/L),scaffold,2028,hybrid_gated,edge_gnn,rdkit,gated,23,9.015024169999831,330885,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.754515659087509,validation,112,0.8298198043345467,0.702451820531447,0.8876923613536578,0.9910714285714286,3.509031318175018
esol,aqueous_solubility,log10(mol/L),scaffold,2028,hybrid_gated,edge_gnn,rdkit,gated,23,9.015024169999831,330885,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.754515659087509,calibration,112,0.921836392881567,0.7071914347622609,0.7584878404158484,0.9196428571428572,3.509031318175018
esol,aqueous_solubility,log10(mol/L),scaffold,2028,hybrid_gated,edge_gnn,rdkit,gated,23,9.015024169999831,330885,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.754515659087509,test,111,1.0424988979117862,0.7660522004571059,0.7667332510395797,0.9009009009009008,3.509031318175018
esol,aqueous_solubility,log10(mol/L),scaffold,2029,mean_baseline,mean,none,none,0,9.603999842511255e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.398822060721876,train,782,1.9876449213028955,1.5629326765360632,0.0,0.9641943734015346,8.797644121443753
esol,aqueous_solubility,log10(mol/L),scaffold,2029,mean_baseline,mean,none,none,0,9.603999842511255e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.398822060721876,validation,112,2.3564739631988028,1.8800664903381417,-0.0144350306133922,0.9464285714285714,8.797644121443753
esol,aqueous_solubility,log10(mol/L),scaffold,2029,mean_baseline,mean,none,none,0,9.603999842511255e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.398822060721876,calibration,112,2.3961428408186287,1.8413224253083984,-0.2644980770448732,0.9196428571428572,8.797644121443753
esol,aqueous_solubility,log10(mol/L),scaffold,2029,mean_baseline,mean,none,none,0,9.603999842511255e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.398822060721876,test,111,2.353881647492789,1.879180190865693,-0.2893619698896694,0.927927927927928,8.797644121443753
esol,aqueous_solubility,log10(mol/L),scaffold,2029,rf_rdkit,random_forest,rdkit,none,0,1.2019445020000603,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.688020041942586,train,782,0.228615244457032,0.1582462869923933,0.9867708248520942,1.0,3.3760400838851723
esol,aqueous_solubility,log10(mol/L),scaffold,2029,rf_rdkit,random_forest,rdkit,none,0,1.2019445020000603,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.688020041942586,validation,112,1.1165429689687731,0.8378351539518418,0.7722544872122145,0.8482142857142857,3.3760400838851723
esol,aqueous_solubility,log10(mol/L),scaffold,2029,rf_rdkit,random_forest,rdkit,none,0,1.2019445020000603,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.688020041942586,calibration,112,0.9312912418904988,0.7456571070228899,0.8089866141938543,0.9196428571428572,3.3760400838851723
esol,aqueous_solubility,log10(mol/L),scaffold,2029,rf_rdkit,random_forest,rdkit,none,0,1.2019445020000603,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.688020041942586,test,111,0.9444332795288558,0.7100099346413538,0.7924378431122302,0.918918918918919,3.3760400838851723
esol,aqueous_solubility,log10(mol/L),scaffold,2029,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.3243139659998633,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.9308299886845064,train,782,0.2425913199000145,0.1683158885675154,0.9851038887153756,1.0,3.861659977369012
esol,aqueous_solubility,log10(mol/L),scaffold,2029,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.3243139659998633,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.9308299886845064,validation,112,1.2326618123516873,0.9163896723215676,0.7224208571191291,0.8571428571428571,3.861659977369012
esol,aqueous_solubility,log10(mol/L),scaffold,2029,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.3243139659998633,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.9308299886845064,calibration,112,1.0660017883415736,0.844790692411563,0.7497300932665709,0.9196428571428572,3.861659977369012
esol,aqueous_solubility,log10(mol/L),scaffold,2029,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.3243139659998633,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.9308299886845064,test,111,1.1649994202018017,0.869951950594481,0.684167346454297,0.90990990990991,3.861659977369012
esol,aqueous_solubility,log10(mol/L),scaffold,2029,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,4.215809181000168,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.3625254122179706,train,782,0.0753100410585586,0.0544364531464172,0.9985644174786008,1.0,2.7250508244359413
esol,aqueous_solubility,log10(mol/L),scaffold,2029,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,4.215809181000168,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.3625254122179706,validation,112,0.9218010132720276,0.7040628986524534,0.8447708393775979,0.8482142857142857,2.7250508244359413
esol,aqueous_solubility,log10(mol/L),scaffold,2029,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,4.215809181000168,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.3625254122179706,calibration,112,0.747399793559577,0.5922033577731146,0.8769734876862718,0.9196428571428572,2.7250508244359413
esol,aqueous_solubility,log10(mol/L),scaffold,2029,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,4.215809181000168,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.3625254122179706,test,111,0.8890232286046131,0.6662166267713262,0.8160787848356351,0.8828828828828829,2.7250508244359413
esol,aqueous_solubility,log10(mol/L),scaffold,2029,node_gnn,node_gnn,none,none,92,17.30205935999993,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.6648605129825471,train,782,0.3406183932975413,0.2509652456695332,0.9706330674750682,0.9987212276214834,3.3297210259650942
esol,aqueous_solubility,log10(mol/L),scaffold,2029,node_gnn,node_gnn,none,none,92,17.30205935999993,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.6648605129825471,validation,112,1.0633330105377623,0.8031644897942873,0.7934441308164792,0.8571428571428571,3.3297210259650942
esol,aqueous_solubility,log10(mol/L),scaffold,2029,node_gnn,node_gnn,none,none,92,17.30205935999993,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.6648605129825471,calibration,112,0.9214564792305177,0.7255002741382832,0.8129996490936483,0.9196428571428572,3.3297210259650942
esol,aqueous_solubility,log10(mol/L),scaffold,2029,node_gnn,node_gnn,none,none,92,17.30205935999993,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.6648605129825471,test,111,1.0509324268150464,0.8166276366669243,0.7429869379905338,0.8468468468468469,3.3297210259650942
esol,aqueous_solubility,log10(mol/L),scaffold,2029,edge_gnn,edge_gnn,none,none,62,13.827344299999822,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5682220174507258,train,782,0.4047132321983991,0.2986929364858139,0.9585411547776038,1.0,3.1364440349014515
esol,aqueous_solubility,log10(mol/L),scaffold,2029,edge_gnn,edge_gnn,none,none,62,13.827344299999822,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5682220174507258,validation,112,1.073402608901839,0.8235128086035094,0.7895135033448818,0.8660714285714286,3.1364440349014515
esol,aqueous_solubility,log10(mol/L),scaffold,2029,edge_gnn,edge_gnn,none,none,62,13.827344299999822,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5682220174507258,calibration,112,0.9221714912654326,0.7283099552151834,0.8127093274557069,0.9196428571428572,3.1364440349014515
esol,aqueous_solubility,log10(mol/L),scaffold,2029,edge_gnn,edge_gnn,none,none,62,13.827344299999822,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5682220174507258,test,111,1.0070917781169948,0.7936263032768411,0.7639827686182095,0.8468468468468469,3.1364440349014515
esol,aqueous_solubility,log10(mol/L),scaffold,2029,hybrid_concat,edge_gnn,rdkit,concat,105,21.98291961599989,313989,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.4561542463980794,train,782,0.2049923760590471,0.1438019446340588,0.989363522836158,1.0,2.912308492796159
esol,aqueous_solubility,log10(mol/L),scaffold,2029,hybrid_concat,edge_gnn,rdkit,concat,105,21.98291961599989,313989,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.4561542463980794,validation,112,0.9740064150266158,0.7737642193390569,0.8266904154249124,0.8571428571428571,2.912308492796159
esol,aqueous_solubility,log10(mol/L),scaffold,2029,hybrid_concat,edge_gnn,rdkit,concat,105,21.98291961599989,313989,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.4561542463980794,calibration,112,0.7977885274276826,0.616012214539901,0.8598257185442428,0.9196428571428572,2.912308492796159
esol,aqueous_solubility,log10(mol/L),scaffold,2029,hybrid_concat,edge_gnn,rdkit,concat,105,21.98291961599989,313989,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.4561542463980794,test,111,0.8690790674149523,0.7064738580693567,0.8242383220464151,0.90990990990991,2.912308492796159
esol,aqueous_solubility,log10(mol/L),scaffold,2029,hybrid_gated,edge_gnn,rdkit,gated,51,13.532076180999866,330501,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.357409350265517,train,782,0.2057517671806226,0.1430046841024455,0.9892845715356624,0.9974424552429668,2.7148187005310334
esol,aqueous_solubility,log10(mol/L),scaffold,2029,hybrid_gated,edge_gnn,rdkit,gated,51,13.532076180999866,330501,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.357409350265517,validation,112,0.96105229160619,0.7558257870466553,0.8312697367934023,0.8392857142857143,2.7148187005310334
esol,aqueous_solubility,log10(mol/L),scaffold,2029,hybrid_gated,edge_gnn,rdkit,gated,51,13.532076180999866,330501,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.357409350265517,calibration,112,0.8354354673596252,0.6565916752171634,0.8462841741419216,0.9196428571428572,2.7148187005310334
esol,aqueous_solubility,log10(mol/L),scaffold,2029,hybrid_gated,edge_gnn,rdkit,gated,51,13.532076180999866,330501,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.357409350265517,test,111,0.807109615304788,0.6383126720486486,0.8484099650384075,0.9009009009009008,2.7148187005310334
esol,aqueous_solubility,log10(mol/L),scaffold,2030,mean_baseline,mean,none,none,0,8.944000001065433e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,3.945243178771528,train,782,2.006423478322613,1.5689329093252786,0.0,0.9462915601023018,7.890486357543056
esol,aqueous_solubility,log10(mol/L),scaffold,2030,mean_baseline,mean,none,none,0,8.944000001065433e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,3.945243178771528,validation,112,2.7813532461308323,2.2862479867740126,-0.0952868493571346,0.8660714285714286,7.890486357543056
esol,aqueous_solubility,log10(mol/L),scaffold,2030,mean_baseline,mean,none,none,0,8.944000001065433e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,3.945243178771528,calibration,112,2.196226739775165,1.7435288719476378,-0.1343664725790787,0.9196428571428572,7.890486357543056
esol,aqueous_solubility,log10(mol/L),scaffold,2030,mean_baseline,mean,none,none,0,8.944000001065433e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,3.945243178771528,test,111,1.891889448026815,1.5203615393226213,-0.1022242490470362,0.963963963963964,7.890486357543056
esol,aqueous_solubility,log10(mol/L),scaffold,2030,rf_rdkit,random_forest,rdkit,none,0,1.1943727019997823,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5149240517280995,train,782,0.2244071623354115,0.1553350660515252,0.9874908377411128,1.0,3.0298481034561995
esol,aqueous_solubility,log10(mol/L),scaffold,2030,rf_rdkit,random_forest,rdkit,none,0,1.1943727019997823,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5149240517280995,validation,112,1.1398752637548597,0.8768495898002957,0.8160371065472584,0.8303571428571429,3.0298481034561995
esol,aqueous_solubility,log10(mol/L),scaffold,2030,rf_rdkit,random_forest,rdkit,none,0,1.1943727019997823,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5149240517280995,calibration,112,0.8773797074229159,0.7204683888277169,0.8189601407661842,0.9196428571428572,3.0298481034561995
esol,aqueous_solubility,log10(mol/L),scaffold,2030,rf_rdkit,random_forest,rdkit,none,0,1.1943727019997823,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,1.5149240517280995,test,111,0.8635305859254798,0.6576695364876438,0.7703672108342339,0.918918918918919,3.0298481034561995
