dataset,split_strategy,family_id,metric,metric_role,contrast,question,model_a,model_b,n_pairs,mean_a,mean_b,mean_delta,median_delta,ci_low,ci_high,rank_biserial,statistic,p_value,p_holm,p_corrected_t,p_corrected_t_holm,corrected_ci_low,corrected_ci_high,favors,significant_holm
esol,random,esol:random:rmse,rmse,primary,edge_vs_node,Effect of explicit bond-edge attributes,edge_gnn,node_gnn,10,0.6736328547112711,0.7050413306905169,-0.03140847597924575,-0.039977218616114696,-0.060276167660708854,-0.0025407842977826535,-0.7090909090909091,8.0,0.048828125,0.09765625,0.14870965214952403,0.29741930429904806,-0.0763955242602665,0.013578572301774984,edge_gnn,False
esol,random,esol:random:rmse,rmse,primary,concat_vs_edge,Effect of adding RDKit descriptors to edge-aware GNN,hybrid_concat,edge_gnn,10,0.5734174277322407,0.6736328547112711,-0.10021542697903044,-0.09377119026030856,-0.14991379425445034,-0.05051705970361054,-1.0,0.0,0.001953125,0.009765625,0.016835820118347854,0.05050746035504356,-0.1776647385754573,-0.022766115382603563,hybrid_concat,True
esol,random,esol:random:rmse,rmse,primary,gated_vs_concat,Effect of gated rather than concatenated fusion,hybrid_gated,hybrid_concat,10,0.5659583553235923,0.5734174277322407,-0.007459072408648504,-0.005956196706374872,-0.030503979332249152,0.015585834514952143,-0.2727272727272727,20.0,0.4921875,0.4921875,0.6496396718561792,0.6496396718561792,-0.04337196602838206,0.028453821211085053,hybrid_gated,False
esol,random,esol:random:rmse,rmse,primary,morgan_vs_rdkit_rf,Effect of adding Morgan fingerprints to Random Forest,rf_rdkit_morgan,rf_rdkit,10,0.6909803113265923,0.6456925923976697,0.045287718928922624,0.044170185040616095,0.029460299484579015,0.06111513837326624,1.0,0.0,0.001953125,0.009765625,0.002471361169841947,0.012356805849209736,0.020622467180932337,0.06995297067691292,rf_rdkit,True
esol,random,esol:random:rmse,rmse,primary,xgb_vs_rf_morgan,Effect of XGBoost rather than Random Forest,xgb_rdkit_morgan,rf_rdkit_morgan,10,0.5896256050960091,0.6909803113265923,-0.1013547062305831,-0.09959043608038753,-0.1431695929980909,-0.0595398194630753,-1.0,0.0,0.001953125,0.009765625,0.006530580629858747,0.026122322519434988,-0.16651850078098782,-0.03619091168017838,xgb_rdkit_morgan,True
esol,random,esol:random:mae,mae,primary,edge_vs_node,Effect of explicit bond-edge attributes,edge_gnn,node_gnn,10,0.5054689787345142,0.5288145500356469,-0.02334557130113264,-0.028534840873702144,-0.04256818367268851,-0.004122958929576769,-0.7818181818181819,6.0,0.02734375,0.0546875,0.11174204897595538,0.22348409795191077,-0.053301849080066625,0.006610706477801348,edge_gnn,False
esol,random,esol:random:mae,mae,primary,concat_vs_edge,Effect of adding RDKit descriptors to edge-aware GNN,hybrid_concat,edge_gnn,10,0.41082997271451294,0.5054689787345142,-0.09463900602000141,-0.08869696380996245,-0.12931925736787345,-0.05995875467212939,-1.0,0.0,0.001953125,0.009765625,0.0032978897640717772,0.010975134688403358,-0.14868427430816472,-0.0405937377318381,hybrid_concat,True
esol,random,esol:random:mae,mae,primary,gated_vs_concat,Effect of gated rather than concatenated fusion,hybrid_gated,hybrid_concat,10,0.411272576581469,0.41082997271451294,0.00044260386695613716,-0.0024051795912742313,-0.01834430407373052,0.019229511807642798,0.01818181818181818,27.0,1.0,1.0,0.9734653126075753,0.9734653126075753,-0.02883467759720307,0.02971988533111535,hybrid_concat,False
esol,random,esol:random:mae,mae,primary,morgan_vs_rdkit_rf,Effect of adding Morgan fingerprints to Random Forest,rf_rdkit_morgan,rf_rdkit,10,0.5088337531247555,0.4754157947724134,0.03341795835234212,0.03973414179118895,0.021799976001334674,0.04503594070334956,1.0,0.0,0.001953125,0.009765625,0.002392416083525003,0.010975134688403358,0.015312640520905134,0.0515232761837791,rf_rdkit,True
esol,random,esol:random:mae,mae,primary,xgb_vs_rf_morgan,Effect of XGBoost rather than Random Forest,xgb_rdkit_morgan,rf_rdkit_morgan,10,0.427479477086243,0.5088337531247555,-0.08135427603851252,-0.07609588481164764,-0.10924895171275822,-0.05345960036426681,-1.0,0.0,0.001953125,0.009765625,0.0021950269376806715,0.010975134688403358,-0.1248249883901523,-0.03788356368687274,xgb_rdkit_morgan,True
esol,random,esol:random:r2,r2,secondary,edge_vs_node,Effect of explicit bond-edge attributes,edge_gnn,node_gnn,10,0.8878151954239512,0.8773110524871133,0.010504142936837768,0.013696975210849838,0.00029896523125259866,0.020709320642422938,0.6727272727272727,9.0,0.064453125,0.12890625,0.16935014715160282,0.33870029430320564,-0.005399477873008984,0.02640776374668452,edge_gnn,False
esol,random,esol:random:r2,r2,secondary,concat_vs_edge,Effect of adding RDKit descriptors to edge-aware GNN,hybrid_concat,edge_gnn,10,0.9178682869441133,0.8878151954239512,0.030053091520162244,0.0310463254755432,0.015635292112707568,0.04447089092761692,1.0,0.0,0.001953125,0.009765625,0.01434435811762906,0.04303307435288718,0.0075845739398067505,0.05252160910051774,hybrid_concat,True
esol,random,esol:random:r2,r2,secondary,gated_vs_concat,Effect of gated rather than concatenated fusion,hybrid_gated,hybrid_concat,10,0.9198126380940972,0.9178682869441133,0.001944351149983825,0.0016040044832701383,-0.003658065532936329,0.0075467678329039795,0.23636363636363636,21.0,0.556640625,0.556640625,0.6265114714312482,0.6265114714312482,-0.0067863846700459375,0.010675086970013587,hybrid_gated,False
esol,random,esol:random:r2,r2,secondary,morgan_vs_rdkit_rf,Effect of adding Morgan fingerprints to Random Forest,rf_rdkit_morgan,rf_rdkit,10,0.8831853965655858,0.8974792707632971,-0.014293874197711387,-0.013116925987444517,-0.018859963683091827,-0.009727784712330947,-1.0,0.0,0.001953125,0.009765625,0.0013975826592644276,0.006987913296322138,-0.021409610724237152,-0.007178137671185621,rf_rdkit,True
esol,random,esol:random:r2,r2,secondary,xgb_vs_rf_morgan,Effect of XGBoost rather than Random Forest,xgb_rdkit_morgan,rf_rdkit_morgan,10,0.9138121115639507,0.8831853965655858,0.030626714998364935,0.030473727631634973,0.0190112528798831,0.042242177116846774,1.0,0.0,0.001953125,0.009765625,0.004043392300674982,0.01617356920269993,0.012525324665654217,0.048728105331075654,xgb_rdkit_morgan,True
esol,scaffold,esol:scaffold:rmse,rmse,primary,edge_vs_node,Effect of explicit bond-edge attributes,edge_gnn,node_gnn,10,1.1832424736675131,1.2264307580015221,-0.04318828433400901,-0.049842626297510795,-0.10365288280074371,0.017276314132725692,-0.45454545454545453,15.0,0.232421875,0.46484375,0.32686379761374695,0.6537275952274939,-0.13741555544838802,0.051038986780369985,edge_gnn,False
esol,scaffold,esol:scaffold:rmse,rmse,primary,concat_vs_edge,Effect of adding RDKit descriptors to edge-aware GNN,hybrid_concat,edge_gnn,10,0.8631534831444163,1.1832424736675131,-0.3200889905230969,-0.28942638038034213,-0.41302625098343365,-0.22715173006276018,-1.0,0.0,0.001953125,0.009765625,0.0007394534433532555,0.002218360330059767,-0.4649212503923441,-0.17525673065384975,hybrid_concat,True
esol,scaffold,esol:scaffold:rmse,rmse,primary,gated_vs_concat,Effect of gated rather than concatenated fusion,hybrid_gated,hybrid_concat,10,0.8590885414457397,0.8631534831444163,-0.004064941698676683,-0.02083056189683069,-0.05335024950095333,0.04522036610359997,-0.2,22.0,0.625,0.625,0.9073311157772059,0.9073311157772059,-0.0808705465981403,0.07274066320078693,hybrid_gated,False
esol,scaffold,esol:scaffold:rmse,rmse,primary,morgan_vs_rdkit_rf,Effect of adding Morgan fingerprints to Random Forest,rf_rdkit_morgan,rf_rdkit,10,1.1461276757399645,0.9930642058646064,0.15306346987535763,0.1501302076710686,0.1267771576965159,0.17934978205419935,1.0,0.0,0.001953125,0.009765625,1.4223292968301593e-05,7.111646484150797e-05,0.11209921100186804,0.19402772874884722,rf_rdkit,True
esol,scaffold,esol:scaffold:rmse,rmse,primary,xgb_vs_rf_morgan,Effect of XGBoost rather than Random Forest,xgb_rdkit_morgan,rf_rdkit_morgan,10,0.8913140617179343,1.1461276757399645,-0.2548136140220299,-0.26073980476891695,-0.3017820855380625,-0.20784514250599728,-1.0,0.0,0.001953125,0.009765625,2.5091061636554463e-05,0.00010036424654621785,-0.32800869034101093,-0.18161853770304887,xgb_rdkit_morgan,True
esol,scaffold,esol:scaffold:mae,mae,primary,edge_vs_node,Effect of explicit bond-edge attributes,edge_gnn,node_gnn,10,0.9312329519727278,0.9698529202569925,-0.03861996828426485,-0.032865546658998324,-0.08694653156158016,0.00970659499305046,-0.5272727272727272,13.0,0.16015625,0.3203125,0.2758794101441897,0.5517588202883794,-0.11393147775311614,0.03669154118458644,edge_gnn,False
esol,scaffold,esol:scaffold:mae,mae,primary,concat_vs_edge,Effect of adding RDKit descriptors to edge-aware GNN,hybrid_concat,edge_gnn,10,0.6768341008416521,0.9312329519727278,-0.25439885113107585,-0.24527898344063825,-0.33678510555350766,-0.17201259670864405,-1.0,0.0,0.001953125,0.009765625,0.001527199969896993,0.004581599909690979,-0.3827885556592818,-0.12600914660286985,hybrid_concat,True
esol,scaffold,esol:scaffold:mae,mae,primary,gated_vs_concat,Effect of gated rather than concatenated fusion,hybrid_gated,hybrid_concat,10,0.665227048925753,0.6768341008416521,-0.011607051915898992,-0.028880799400011814,-0.047834104726061616,0.024620000894263635,-0.3090909090909091,19.0,0.431640625,0.431640625,0.6529152239443768,0.6529152239443768,-0.06806283618272312,0.04484873235092514,hybrid_gated,False
esol,scaffold,esol:scaffold:mae,mae,primary,morgan_vs_rdkit_rf,Effect of adding Morgan fingerprints to Random Forest,rf_rdkit_morgan,rf_rdkit,10,0.8730613636174551,0.7552199661144703,0.11784139750298502,0.11777758533316285,0.09950935481234573,0.1361734401936243,1.0,0.0,0.001953125,0.009765625,6.3471595691685496e-06,3.1735797845842744e-05,0.08927297233364274,0.14640982267232727,rf_rdkit,True
esol,scaffold,esol:scaffold:mae,mae,primary,xgb_vs_rf_morgan,Effect of XGBoost rather than Random Forest,xgb_rdkit_morgan,rf_rdkit_morgan,10,0.6781351488214128,0.8730613636174551,-0.1949262147960425,-0.2060930711488529,-0.23103394168132196,-0.15881848791076303,-1.0,0.0,0.001953125,0.009765625,2.6097250896408007e-05,0.00010438900358563203,-0.2511960430396719,-0.13865638655241308,xgb_rdkit_morgan,True
esol,scaffold,esol:scaffold:r2,r2,secondary,edge_vs_node,Effect of explicit bond-edge attributes,edge_gnn,node_gnn,10,0.6857024177203295,0.6598776212154823,0.02582479650484707,0.029465455883501912,-0.008730825725471798,0.06038041873516594,0.45454545454545453,15.0,0.232421875,0.46484375,0.3061957473640081,0.6123914947280162,-0.028026251331246463,0.0796758443409406,edge_gnn,False
