dataset,split_strategy,feature,n_retained,n_runs,retention_fraction
lipophilicity,random,fr_SH,10,10,1.0
lipophilicity,random,fr_aldehyde,10,10,1.0
lipophilicity,random,fr_alkyl_carbamate,10,10,1.0
lipophilicity,random,fr_alkyl_halide,10,10,1.0
lipophilicity,random,fr_allylic_oxid,10,10,1.0
lipophilicity,random,fr_amidine,10,10,1.0
lipophilicity,random,fr_aniline,10,10,1.0
lipophilicity,random,fr_aryl_methyl,10,10,1.0
lipophilicity,random,fr_azo,9,10,0.9
lipophilicity,random,fr_barbitur,10,10,1.0
lipophilicity,random,fr_benzodiazepine,10,10,1.0
lipophilicity,random,fr_bicyclic,10,10,1.0
lipophilicity,random,fr_dihydropyridine,10,10,1.0
lipophilicity,random,fr_epoxide,8,10,0.8
lipophilicity,random,fr_ester,10,10,1.0
lipophilicity,random,fr_ether,10,10,1.0
lipophilicity,random,fr_furan,10,10,1.0
lipophilicity,random,fr_guanido,10,10,1.0
lipophilicity,random,fr_halogen,10,10,1.0
lipophilicity,random,fr_hdrzine,10,10,1.0
lipophilicity,random,fr_hdrzone,10,10,1.0
lipophilicity,random,fr_imidazole,10,10,1.0
lipophilicity,random,fr_imide,10,10,1.0
lipophilicity,random,fr_ketone,10,10,1.0
lipophilicity,random,fr_ketone_Topliss,10,10,1.0
lipophilicity,random,fr_lactam,10,10,1.0
lipophilicity,random,fr_lactone,10,10,1.0
lipophilicity,random,fr_methoxy,10,10,1.0
lipophilicity,random,fr_morpholine,10,10,1.0
lipophilicity,random,fr_nitrile,8,10,0.8
lipophilicity,random,fr_nitro,10,10,1.0
lipophilicity,random,fr_nitro_arom,8,10,0.8
lipophilicity,random,fr_nitro_arom_nonortho,10,10,1.0
lipophilicity,random,fr_oxazole,10,10,1.0
lipophilicity,random,fr_oxime,10,10,1.0
lipophilicity,random,fr_para_hydroxylation,10,10,1.0
lipophilicity,random,fr_phenol,10,10,1.0
lipophilicity,random,fr_phos_acid,8,10,0.8
lipophilicity,random,fr_piperdine,10,10,1.0
lipophilicity,random,fr_piperzine,10,10,1.0
lipophilicity,random,fr_priamide,10,10,1.0
lipophilicity,random,fr_prisulfonamd,10,10,1.0
lipophilicity,random,fr_pyridine,10,10,1.0
lipophilicity,random,fr_quatN,10,10,1.0
lipophilicity,random,fr_sulfide,10,10,1.0
lipophilicity,random,fr_sulfonamd,10,10,1.0
lipophilicity,random,fr_sulfone,10,10,1.0
lipophilicity,random,fr_term_acetylene,10,10,1.0
lipophilicity,random,fr_tetrazole,10,10,1.0
lipophilicity,random,fr_thiazole,10,10,1.0
lipophilicity,random,fr_thiophene,10,10,1.0
lipophilicity,random,fr_unbrch_alkane,10,10,1.0
lipophilicity,random,fr_urea,10,10,1.0
lipophilicity,random,qed,10,10,1.0
lipophilicity,scaffold,AvgIpc,10,10,1.0
lipophilicity,scaffold,BCUT2D_CHGHI,10,10,1.0
lipophilicity,scaffold,BCUT2D_CHGLO,10,10,1.0
lipophilicity,scaffold,BCUT2D_LOGPHI,10,10,1.0
lipophilicity,scaffold,BCUT2D_LOGPLOW,10,10,1.0
lipophilicity,scaffold,BCUT2D_MRHI,10,10,1.0
lipophilicity,scaffold,BCUT2D_MRLOW,10,10,1.0
lipophilicity,scaffold,BCUT2D_MWHI,10,10,1.0
lipophilicity,scaffold,BCUT2D_MWLOW,10,10,1.0
lipophilicity,scaffold,BalabanJ,10,10,1.0
lipophilicity,scaffold,BertzCT,10,10,1.0
lipophilicity,scaffold,EState_VSA1,10,10,1.0
lipophilicity,scaffold,EState_VSA10,10,10,1.0
lipophilicity,scaffold,EState_VSA11,10,10,1.0
lipophilicity,scaffold,EState_VSA2,10,10,1.0
lipophilicity,scaffold,EState_VSA3,10,10,1.0
lipophilicity,scaffold,EState_VSA4,10,10,1.0
lipophilicity,scaffold,EState_VSA5,10,10,1.0
lipophilicity,scaffold,EState_VSA6,10,10,1.0
lipophilicity,scaffold,EState_VSA7,10,10,1.0
lipophilicity,scaffold,EState_VSA8,10,10,1.0
lipophilicity,scaffold,EState_VSA9,10,10,1.0
lipophilicity,scaffold,FpDensityMorgan1,10,10,1.0
lipophilicity,scaffold,FpDensityMorgan2,10,10,1.0
lipophilicity,scaffold,FpDensityMorgan3,10,10,1.0
lipophilicity,scaffold,FractionCSP3,10,10,1.0
lipophilicity,scaffold,HallKierAlpha,10,10,1.0
lipophilicity,scaffold,Ipc,10,10,1.0
lipophilicity,scaffold,Kappa3,4,10,0.4
lipophilicity,scaffold,MaxAbsEStateIndex,10,10,1.0
lipophilicity,scaffold,MaxPartialCharge,10,10,1.0
lipophilicity,scaffold,MinAbsEStateIndex,10,10,1.0
lipophilicity,scaffold,MinEStateIndex,10,10,1.0
lipophilicity,scaffold,MinPartialCharge,10,10,1.0
lipophilicity,scaffold,MolLogP,10,10,1.0
lipophilicity,scaffold,MolWt,10,10,1.0
lipophilicity,scaffold,NHOHCount,10,10,1.0
lipophilicity,scaffold,NOCount,10,10,1.0
lipophilicity,scaffold,NumAliphaticCarbocycles,10,10,1.0
lipophilicity,scaffold,NumAliphaticHeterocycles,10,10,1.0
lipophilicity,scaffold,NumAliphaticRings,10,10,1.0
lipophilicity,scaffold,NumAmideBonds,10,10,1.0
lipophilicity,scaffold,NumAromaticCarbocycles,10,10,1.0
lipophilicity,scaffold,NumAromaticHeterocycles,10,10,1.0
lipophilicity,scaffold,NumAromaticRings,10,10,1.0
lipophilicity,scaffold,NumAtomStereoCenters,10,10,1.0
lipophilicity,scaffold,NumBridgeheadAtoms,10,10,1.0
lipophilicity,scaffold,NumHAcceptors,10,10,1.0
lipophilicity,scaffold,NumHDonors,10,10,1.0
lipophilicity,scaffold,NumHeteroatoms,10,10,1.0
lipophilicity,scaffold,NumHeterocycles,10,10,1.0
lipophilicity,scaffold,NumRotatableBonds,10,10,1.0
lipophilicity,scaffold,NumSaturatedHeterocycles,10,10,1.0
lipophilicity,scaffold,NumSaturatedRings,10,10,1.0
lipophilicity,scaffold,NumSpiroAtoms,10,10,1.0
lipophilicity,scaffold,NumUnspecifiedAtomStereoCenters,10,10,1.0
lipophilicity,scaffold,PEOE_VSA1,10,10,1.0
lipophilicity,scaffold,PEOE_VSA10,10,10,1.0
lipophilicity,scaffold,PEOE_VSA11,10,10,1.0
lipophilicity,scaffold,PEOE_VSA12,10,10,1.0
lipophilicity,scaffold,PEOE_VSA13,10,10,1.0
lipophilicity,scaffold,PEOE_VSA14,10,10,1.0
lipophilicity,scaffold,PEOE_VSA2,10,10,1.0
lipophilicity,scaffold,PEOE_VSA3,10,10,1.0
lipophilicity,scaffold,PEOE_VSA4,10,10,1.0
lipophilicity,scaffold,PEOE_VSA5,10,10,1.0
lipophilicity,scaffold,PEOE_VSA6,10,10,1.0
lipophilicity,scaffold,PEOE_VSA7,10,10,1.0
lipophilicity,scaffold,PEOE_VSA8,10,10,1.0
lipophilicity,scaffold,PEOE_VSA9,10,10,1.0
lipophilicity,scaffold,RingCount,10,10,1.0
lipophilicity,scaffold,SMR_VSA1,10,10,1.0
lipophilicity,scaffold,SMR_VSA10,10,10,1.0
lipophilicity,scaffold,SMR_VSA2,10,10,1.0
lipophilicity,scaffold,SMR_VSA3,10,10,1.0
lipophilicity,scaffold,SMR_VSA4,10,10,1.0
lipophilicity,scaffold,SMR_VSA5,10,10,1.0
lipophilicity,scaffold,SMR_VSA6,10,10,1.0
lipophilicity,scaffold,SMR_VSA7,10,10,1.0
lipophilicity,scaffold,SMR_VSA9,10,10,1.0
lipophilicity,scaffold,SPS,10,10,1.0
lipophilicity,scaffold,SlogP_VSA1,10,10,1.0
lipophilicity,scaffold,SlogP_VSA10,10,10,1.0
lipophilicity,scaffold,SlogP_VSA11,10,10,1.0
lipophilicity,scaffold,SlogP_VSA12,10,10,1.0
lipophilicity,scaffold,SlogP_VSA2,10,10,1.0
lipophilicity,scaffold,SlogP_VSA3,10,10,1.0
lipophilicity,scaffold,SlogP_VSA4,10,10,1.0
lipophilicity,scaffold,SlogP_VSA5,10,10,1.0
lipophilicity,scaffold,SlogP_VSA6,10,10,1.0
lipophilicity,scaffold,SlogP_VSA7,10,10,1.0
lipophilicity,scaffold,SlogP_VSA8,10,10,1.0
lipophilicity,scaffold,TPSA,10,10,1.0
lipophilicity,scaffold,VSA_EState1,10,10,1.0
lipophilicity,scaffold,VSA_EState10,2,10,0.2
lipophilicity,scaffold,VSA_EState2,10,10,1.0
lipophilicity,scaffold,VSA_EState3,10,10,1.0
lipophilicity,scaffold,VSA_EState4,10,10,1.0
lipophilicity,scaffold,VSA_EState5,10,10,1.0
lipophilicity,scaffold,VSA_EState6,10,10,1.0
lipophilicity,scaffold,VSA_EState7,10,10,1.0
lipophilicity,scaffold,VSA_EState8,10,10,1.0
lipophilicity,scaffold,VSA_EState9,10,10,1.0
lipophilicity,scaffold,fr_Al_COO,10,10,1.0
lipophilicity,scaffold,fr_Al_OH,10,10,1.0
lipophilicity,scaffold,fr_Al_OH_noTert,10,10,1.0
lipophilicity,scaffold,fr_ArN,10,10,1.0
lipophilicity,scaffold,fr_Ar_COO,10,10,1.0
lipophilicity,scaffold,fr_Ar_N,10,10,1.0
lipophilicity,scaffold,fr_Ar_NH,10,10,1.0
lipophilicity,scaffold,fr_Ar_OH,10,10,1.0
lipophilicity,scaffold,fr_COO,10,10,1.0
lipophilicity,scaffold,fr_C_O,10,10,1.0
lipophilicity,scaffold,fr_C_O_noCOO,10,10,1.0
lipophilicity,scaffold,fr_C_S,10,10,1.0
lipophilicity,scaffold,fr_HOCCN,10,10,1.0
lipophilicity,scaffold,fr_Imine,10,10,1.0
lipophilicity,scaffold,fr_NH0,10,10,1.0
lipophilicity,scaffold,fr_NH1,10,10,1.0
lipophilicity,scaffold,fr_NH2,10,10,1.0
lipophilicity,scaffold,fr_N_O,10,10,1.0
lipophilicity,scaffold,fr_Ndealkylation1,10,10,1.0
lipophilicity,scaffold,fr_Ndealkylation2,10,10,1.0
lipophilicity,scaffold,fr_SH,9,10,0.9
lipophilicity,scaffold,fr_aldehyde,10,10,1.0
lipophilicity,scaffold,fr_alkyl_carbamate,10,10,1.0
lipophilicity,scaffold,fr_alkyl_halide,10,10,1.0
lipophilicity,scaffold,fr_allylic_oxid,10,10,1.0
lipophilicity,scaffold,fr_amidine,10,10,1.0
lipophilicity,scaffold,fr_aniline,10,10,1.0
lipophilicity,scaffold,fr_aryl_methyl,10,10,1.0
lipophilicity,scaffold,fr_azo,4,10,0.4
lipophilicity,scaffold,fr_barbitur,10,10,1.0
lipophilicity,scaffold,fr_benzodiazepine,10,10,1.0
lipophilicity,scaffold,fr_bicyclic,10,10,1.0
lipophilicity,scaffold,fr_dihydropyridine,10,10,1.0
lipophilicity,scaffold,fr_epoxide,7,10,0.7
lipophilicity,scaffold,fr_ester,10,10,1.0
lipophilicity,scaffold,fr_ether,10,10,1.0
lipophilicity,scaffold,fr_furan,10,10,1.0
lipophilicity,scaffold,fr_guanido,10,10,1.0
lipophilicity,scaffold,fr_halogen,10,10,1.0
lipophilicity,scaffold,fr_hdrzine,10,10,1.0
lipophilicity,scaffold,fr_hdrzone,10,10,1.0
lipophilicity,scaffold,fr_imidazole,10,10,1.0
lipophilicity,scaffold,fr_imide,10,10,1.0
lipophilicity,scaffold,fr_ketone,10,10,1.0
lipophilicity,scaffold,fr_ketone_Topliss,10,10,1.0
lipophilicity,scaffold,fr_lactam,6,10,0.6
lipophilicity,scaffold,fr_lactone,10,10,1.0
lipophilicity,scaffold,fr_methoxy,10,10,1.0
lipophilicity,scaffold,fr_morpholine,10,10,1.0
lipophilicity,scaffold,fr_nitrile,2,10,0.2
lipophilicity,scaffold,fr_nitro,10,10,1.0
lipophilicity,scaffold,fr_nitro_arom,5,10,0.5
lipophilicity,scaffold,fr_nitro_arom_nonortho,10,10,1.0
lipophilicity,scaffold,fr_oxazole,10,10,1.0
lipophilicity,scaffold,fr_oxime,10,10,1.0
lipophilicity,scaffold,fr_para_hydroxylation,10,10,1.0
lipophilicity,scaffold,fr_phenol,10,10,1.0
lipophilicity,scaffold,fr_phos_acid,10,10,1.0
lipophilicity,scaffold,fr_piperdine,10,10,1.0
lipophilicity,scaffold,fr_piperzine,10,10,1.0
lipophilicity,scaffold,fr_priamide,10,10,1.0
lipophilicity,scaffold,fr_prisulfonamd,10,10,1.0
lipophilicity,scaffold,fr_pyridine,10,10,1.0
lipophilicity,scaffold,fr_quatN,8,10,0.8
lipophilicity,scaffold,fr_sulfide,10,10,1.0
lipophilicity,scaffold,fr_sulfonamd,10,10,1.0
lipophilicity,scaffold,fr_sulfone,10,10,1.0
lipophilicity,scaffold,fr_term_acetylene,10,10,1.0
lipophilicity,scaffold,fr_tetrazole,10,10,1.0
lipophilicity,scaffold,fr_thiazole,10,10,1.0
lipophilicity,scaffold,fr_thiophene,10,10,1.0
lipophilicity,scaffold,fr_unbrch_alkane,10,10,1.0
lipophilicity,scaffold,fr_urea,10,10,1.0
lipophilicity,scaffold,qed,10,10,1.0
